"participant","condsFile","order","trial","nTrip","totalListTime","meanListTime","totalShelfTime","meanShelfTime","totalTime","totalCorrect","meanCorrect","meanCorBefInc","totalInCorrect","meanIncorrect","maxCorrect","maxIncorrect","totalClickeds","meanclickeds","meanMU","datetime","Gender","Parent_reported_age","Grade","Ethnicity","Race","screen_use_days","screen_use_hour","screen_purpose","colorblindness","screen_age_started","intervention","languages","birthday.x","birthday.y","age","date","months","days","agebin","conditionType"
2,"oneShot3.2","D",3,1,4.53781476058066,4.53781476058066,24.238892538473,24.238892538473,28.7767072990537,3,3,0,5,5,3,5,8,8,-2,"12/15/2023 12:23:27","Male",4,"Pre-K / preschool / nursery school","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, reading books, watching videos","No","2","No","No","1/17/2019","1/17/19",4.8,"12/15/23",58,29,"54.0-64.0","freeResponse"
2,"oneShotClosing","D",1,1,4.72728206031024,4.72728206031024,21.285349342972,21.285349342972,26.0126314032823,7,7,3,3,3,7,3,10,10,4,"12/15/2023 12:23:27","Male",4,"Pre-K / preschool / nursery school","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, reading books, watching videos","No","2","No","No","1/17/2019","1/17/19",4.8,"12/15/23",58,29,"54.0-64.0","totalResponse"
4,"longDelay","B",1,1,4.49034113809466,4.49034113809466,16.7362960837781,16.7362960837781,21.2266372218728,2,2,2,0,0,2,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","freeResponse"
4,"longDelay","B",3,1,9.98266693763435,9.98266693763435,14.2312346417457,14.2312346417457,24.21390157938,2,2,2,0,0,2,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","freeResponse"
4,"longDelayClosing","B",1,1,9.87641984038055,9.87641984038055,70.7809119597077,70.7809119597077,80.6573318000883,4,4,1,6,6,4,6,10,10,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","totalResponse"
4,"noDelay","B",1,1,7.92048268206418,7.92048268206418,9.57227773778141,9.57227773778141,17.4927604198456,1,1,1,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","freeResponse"
4,"noDelay","B",2,1,11.0957367811352,11.0957367811352,8.80082138068974,8.80082138068974,19.8965581618249,1,1,1,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","freeResponse"
4,"noDelay","B",3,1,5.25740121863782,5.25740121863782,6.45441554114223,6.45441554114223,11.71181675978,1,1,1,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","freeResponse"
4,"noDelayClosing","B",1,1,6.38249241933227,6.38249241933227,75.308030359447,75.308030359447,81.6905227787793,5,5,1,5,5,5,5,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","totalResponse"
4,"oneShot3.2","B",1,1,19.1149620804936,19.1149620804936,36.242309762165,36.242309762165,55.3572718426585,7,7,6,2,2,7,2,9,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","freeResponse"
4,"oneShot3.2","B",2,1,10.1787811797112,10.1787811797112,30.9545032195747,30.9545032195747,41.1332843992859,2,2,2,1,1,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","freeResponse"
4,"oneShot3.2","B",3,1,14.8262102808803,14.8262102808803,23.0924421604723,23.0924421604723,37.9186524413526,6,6,6,0,0,6,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","freeResponse"
4,"oneShotClosing","B",1,1,44.8789057806134,44.8789057806134,69.1708883196115,69.1708883196115,114.049794100225,6,6,0,4,4,6,4,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/20/19",4.5,"12/15/23",54,26,"54.0-64.0","totalResponse"
5,"longDelay","D",2,1,12.5696425605565,12.5696425605565,29.9824063200504,29.9824063200504,42.5520488806069,4,4,1,1,1,4,1,5,5,3,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","freeResponse"
5,"longDelay","D",3,1,20.4596461616457,20.4596461616457,25.100702079013,25.100702079013,45.5603482406586,3,3,0,1,1,3,1,4,4,2,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","freeResponse"
5,"longDelayClosing","D",1,1,12.5476878620684,12.5476878620684,26.9725975003093,26.9725975003093,39.5202853623778,8,8,2,2,2,8,2,10,10,6,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","totalResponse"
5,"noDelay","D",1,1,9.85668021813035,9.85668021813035,45.2342654187232,45.2342654187232,55.0909456368536,4,4,2,3,3,4,3,7,7,1,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","freeResponse"
5,"noDelay","D",2,1,11.358182778582,11.358182778582,30.7547610197216,30.7547610197216,42.1129437983036,5,5,0,5,5,5,5,10,10,0,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","freeResponse"
5,"noDelay","D",3,1,9.40137161873281,9.40137161873281,30.0414907187223,30.0414907187223,39.4428623374552,3,3,1,7,7,3,7,10,10,-4,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","freeResponse"
5,"noDelayClosing","D",1,1,8.065076418221,8.065076418221,24.3222343809903,24.3222343809903,32.3873107992113,6,6,0,4,4,6,4,10,10,2,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","totalResponse"
5,"oneShot3.2","D",1,1,5.05890701897442,5.05890701897442,16.949912680313,16.949912680313,22.0088196992874,4,4,1,5,5,4,5,9,9,-1,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","freeResponse"
5,"oneShot3.2","D",2,1,6.26921142078936,6.26921142078936,32.7401315197349,32.7401315197349,39.0093429405242,5,5,2,4,4,5,4,9,9,1,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","freeResponse"
5,"oneShot3.2","D",3,1,5.71835451759398,5.71835451759398,15.4067997820675,15.4067997820675,21.1251542996615,5,5,0,4,4,5,4,9,9,1,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","freeResponse"
5,"oneShotClosing","D",1,1,6.10458781942725,6.10458781942725,13.268462780863,13.268462780863,19.3730506002903,2,2,0,8,8,2,8,10,10,-6,"12/15/2023 15:22:47","Male",4.5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","1-2 days","1-2 hours","playing games, watching videos","No","3","Late to walk and talk (18 months)","No","4/24/2019","4/24/19",4.6,"12/15/23",55,21,"54.0-64.0","totalResponse"
6,"longDelay","B",1,1,2.60324614983983,2.60324614983983,3.92347405012697,3.92347405012697,6.5267201999668,1,1,1,0,0,1,0,1,1,1,"1/5/2024 12:32:24","Female",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","3-4 days","1-2 hours","playing games, reading books, watching videos","No","3","No","No","10/23/2018","10/23/18",5.2,"1/5/24",62,13,"54.0-64.0","freeResponse"
6,"longDelay","B",3,1,6.8936945500318,6.8936945500318,9.01390310004354,9.01390310004354,15.9075976500753,1,1,1,0,0,1,0,1,1,1,"1/5/2024 12:32:24","Female",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","3-4 days","1-2 hours","playing games, reading books, watching videos","No","3","No","No","10/23/2018","10/23/18",5.2,"1/5/24",62,13,"54.0-64.0","freeResponse"
6,"longDelayClosing","B",1,1,4.03392075002193,4.03392075002193,23.8776672501117,23.8776672501117,27.9115880001336,6,6,1,4,4,6,4,10,10,2,"1/5/2024 12:32:24","Female",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","3-4 days","1-2 hours","playing games, reading books, watching videos","No","3","No","No","10/23/2018","10/23/18",5.2,"1/5/24",62,13,"54.0-64.0","totalResponse"
6,"oneShot3.2","B",2,1,2.41903540003113,2.41903540003113,6.27960085007362,6.27960085007362,8.69863625010476,1,1,1,0,0,1,0,1,1,1,"1/5/2024 12:32:24","Female",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","3-4 days","1-2 hours","playing games, reading books, watching videos","No","3","No","No","10/23/2018","10/23/18",5.2,"1/5/24",62,13,"54.0-64.0","freeResponse"
6,"oneShot3.2","B",3,1,1.80437279981561,1.80437279981561,9.44375150022097,9.44375150022097,11.2481243000366,1,1,1,0,0,1,0,1,1,1,"1/5/2024 12:32:24","Female",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","3-4 days","1-2 hours","playing games, reading books, watching videos","No","3","No","No","10/23/2018","10/23/18",5.2,"1/5/24",62,13,"54.0-64.0","freeResponse"
6,"oneShotClosing","B",1,1,2.89027459989302,2.89027459989302,11.5795684501063,11.5795684501063,14.4698430499993,4,4,2,6,6,4,6,10,10,-2,"1/5/2024 12:32:24","Female",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","3-4 days","1-2 hours","playing games, reading books, watching videos","No","3","No","No","10/23/2018","10/23/18",5.2,"1/5/24",62,13,"54.0-64.0","totalResponse"
7,"longDelay","D",1,1,8.76248325966299,8.76248325966299,15.329337419942,15.329337419942,24.091820679605,3,3,3,0,0,3,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"longDelay","D",2,1,8.71327546029352,8.71327546029352,8.98356005968526,8.98356005968526,17.6968355199788,1,1,1,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"longDelay","D",3,1,8.99682676023804,8.99682676023804,5.64773111999966,5.64773111999966,14.6445578802377,1,1,1,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"longDelayClosing","D",1,1,3.83424386009574,3.83424386009574,41.5534784398042,41.5534784398042,45.3877222998999,6,6,3,4,4,6,4,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","totalResponse"
7,"noDelay","D",1,1,9.7955409202259,9.7955409202259,14.5229484601878,14.5229484601878,24.3184893804137,0,0,0,2,2,0,2,2,2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"noDelay","D",2,1,3.44800462014973,3.44800462014973,10.5899694201071,10.5899694201071,14.0379740402568,1,1,1,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"noDelay","D",3,1,2.74394542002119,2.74394542002119,3.20199226005934,3.20199226005934,5.94593768008053,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"noDelayClosing","D",1,1,1.98979462007992,1.98979462007992,32.8300836801063,32.8300836801063,34.8198783001862,7,7,0,3,3,7,3,10,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","totalResponse"
7,"oneShot3.2","D",1,1,1.68833032017574,1.68833032017574,10.0795656798873,10.0795656798873,11.767896000063,2,2,2,3,3,2,3,5,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"oneShot3.2","D",2,1,1.81252932013012,1.81252932013012,14.2004996200558,14.2004996200558,16.0130289401859,3,3,0,4,4,3,4,7,7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"oneShot3.2","D",3,1,2.28017251985148,2.28017251985148,6.61331057990901,6.61331057990901,8.89348309976049,1,1,0,2,2,1,2,3,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","freeResponse"
7,"oneShotClosing","D",1,1,3.63418802013621,3.63418802013621,12.6502614801284,12.6502614801284,16.2844495002646,5,5,0,5,5,5,5,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/18",5.2,"1/5/24",62,1,"54.0-64.0","totalResponse"
10,"longDelay","D",1,1,22.2054901500233,22.2054901500233,31.7817077001091,31.7817077001091,53.9871978501324,9,9,2,1,1,9,1,10,10,8,"1/5/2024 15:53:12","Female",6,"First grade","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","Child does not use touchscreen (except for travel approximately once every other month)","No","No","3/15/2017","3/15/17",6.8,"1/5/24",81,21,"74.1-83.99","freeResponse"
10,"longDelay","D",2,1,17.2678179498762,17.2678179498762,39.4673481502105,39.4673481502105,56.7351661000866,9,9,8,1,1,9,1,10,10,8,"1/5/2024 15:53:12","Female",6,"First grade","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","Child does not use touchscreen (except for travel approximately once every other month)","No","No","3/15/2017","3/15/17",6.8,"1/5/24",81,21,"74.1-83.99","freeResponse"
10,"longDelay","D",3,1,18.4957593500149,18.4957593500149,34.52221309999,34.52221309999,53.0179724500049,7,7,4,3,3,7,3,10,10,4,"1/5/2024 15:53:12","Female",6,"First grade","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","Child does not use touchscreen (except for travel approximately once every other month)","No","No","3/15/2017","3/15/17",6.8,"1/5/24",81,21,"74.1-83.99","freeResponse"
10,"longDelayClosing","D",1,1,18.9236788500566,18.9236788500566,27.5826078499667,27.5826078499667,46.5062867000233,9,9,6,1,1,9,1,10,10,8,"1/5/2024 15:53:12","Female",6,"First grade","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","Child does not use touchscreen (except for travel approximately once every other month)","No","No","3/15/2017","3/15/17",6.8,"1/5/24",81,21,"74.1-83.99","totalResponse"
10,"oneShot3.2","D",1,1,19.4170765001327,19.4170765001327,36.2975304997526,36.2975304997526,55.7146069998853,10,10,10,0,0,10,0,10,10,10,"1/5/2024 15:53:12","Female",6,"First grade","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","Child does not use touchscreen (except for travel approximately once every other month)","No","No","3/15/2017","3/15/17",6.8,"1/5/24",81,21,"74.1-83.99","freeResponse"
10,"oneShot3.2","D",2,1,18.5692845997401,18.5692845997401,27.6411219998263,27.6411219998263,46.2104065995663,10,10,10,0,0,10,0,10,10,10,"1/5/2024 15:53:12","Female",6,"First grade","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","Child does not use touchscreen (except for travel approximately once every other month)","No","No","3/15/2017","3/15/17",6.8,"1/5/24",81,21,"74.1-83.99","freeResponse"
10,"oneShot3.2","D",3,1,18.6514824000187,18.6514824000187,25.7845909001771,25.7845909001771,44.4360733001959,5,5,1,5,5,5,5,10,10,0,"1/5/2024 15:53:12","Female",6,"First grade","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","Child does not use touchscreen (except for travel approximately once every other month)","No","No","3/15/2017","3/15/17",6.8,"1/5/24",81,21,"74.1-83.99","freeResponse"
10,"oneShotClosing","D",1,1,25.4069095000159,25.4069095000159,20.9180587499868,20.9180587499868,46.3249682500027,5,5,2,5,5,5,5,10,10,0,"1/5/2024 15:53:12","Female",6,"First grade","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","Child does not use touchscreen (except for travel approximately once every other month)","No","No","3/15/2017","3/15/17",6.8,"1/5/24",81,21,"74.1-83.99","totalResponse"
11,"longDelay","B",1,1,4.54048836021684,4.54048836021684,26.1273179200944,26.1273179200944,30.6678062803112,3,3,3,1,1,3,1,4,4,2,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"longDelay","B",2,1,3.93921476020478,3.93921476020478,8.93921926012263,8.93921926012263,12.8784340203274,2,2,2,1,1,2,1,3,3,1,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"longDelay","B",3,1,1.88705235975794,1.88705235975794,5.53582663973793,5.53582663973793,7.42287899949588,2,2,2,0,0,2,0,2,2,2,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"longDelayClosing","B",1,1,5.63710086001083,5.63710086001083,12.1677414800506,12.1677414800506,17.8048423400614,3,3,0,7,7,3,7,10,10,-4,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","totalResponse"
11,"noDelay","B",1,1,2.49926582002081,2.49926582002081,4.89980345987715,4.89980345987715,7.39906927989796,1,1,1,0,0,1,0,1,1,1,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"noDelay","B",2,1,2.35968991997652,2.35968991997652,4.10518355970271,4.10518355970271,6.46487347967923,1,1,1,0,0,1,0,1,1,1,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"noDelay","B",3,1,3.06265311990865,3.06265311990865,6.01259820000269,6.01259820000269,9.07525131991133,1,1,1,0,0,1,0,1,1,1,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"noDelayClosing","B",1,1,5.52391881984659,5.52391881984659,27.5772861402947,27.5772861402947,33.1012049601413,6,6,3,4,4,6,4,10,10,2,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","totalResponse"
11,"oneShot3.2","B",1,1,2.52252517966554,2.52252517966554,4.93061127979308,4.93061127979308,7.45313645945862,2,2,2,1,1,2,1,3,3,1,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"oneShot3.2","B",2,1,2.22830811981112,2.22830811981112,5.12587237986736,5.12587237986736,7.35418049967848,2,2,2,0,0,2,0,2,2,2,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"oneShot3.2","B",3,1,1.53022521990351,1.53022521990351,14.2705551800318,14.2705551800318,15.8007803999353,5,5,0,4,4,5,4,9,9,1,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","freeResponse"
11,"oneShotClosing","B",1,1,1.10295372013934,1.10295372013934,7.12583173974417,7.12583173974417,8.22878545988351,5,5,0,5,5,5,5,10,10,0,"1/5/2024 16:54:15","Male",6,"Kindergarten","Not Hispanic or Latino","White","3-4 days","0-1 hour","playing games, watching videos","No","2","No","No","1/22/2018","1/22/18",5.9,"1/5/24",71,14,"64.1-74.0","totalResponse"
